courseId,hole,par,distFt,source
hampton-9-disc-golf-course-0,8,,220,osm
hampton-9-disc-golf-course-0,9,,290,osm
slate-canyon-disc-golf-course,1,,300,osm
slate-canyon-disc-golf-course,2,,322,osm
slate-canyon-disc-golf-course,3,,244,osm
slate-canyon-disc-golf-course,4,,254,osm
slate-canyon-disc-golf-course,5,,266,osm
slate-canyon-disc-golf-course,6,,352,osm
slate-canyon-disc-golf-course,7,,239,osm
slate-canyon-disc-golf-course,8,,238,osm
slate-canyon-disc-golf-course,9,,197,osm
slate-canyon-disc-golf-course,10,,371,osm
slate-canyon-disc-golf-course,11,,350,osm
slate-canyon-disc-golf-course,12,,230,osm
slate-canyon-disc-golf-course,13,,259,osm
slate-canyon-disc-golf-course,14,,432,osm
slate-canyon-disc-golf-course,15,,361,osm
slate-canyon-disc-golf-course,16,,301,osm
slate-canyon-disc-golf-course,17,,285,osm
slate-canyon-disc-golf-course,18,,364,osm
bicentennial-park,1,,278,osm
bicentennial-park,2,,299,osm
bicentennial-park,4,,413,osm
bicentennial-park,5,,321,osm
odell-weeks-park,1,,300,osm
odell-weeks-park,2,,350,osm
odell-weeks-park,3,,328,osm
odell-weeks-park,4,,281,osm
odell-weeks-park,5,,260,osm
odell-weeks-park,6,,272,osm
odell-weeks-park,7,,220,osm
odell-weeks-park,8,,255,osm
odell-weeks-park,9,,321,osm
goblin-valley-state-park,1,,218,osm
goblin-valley-state-park,2,,243,osm
goblin-valley-state-park,3,,295,osm
goblin-valley-state-park,4,,437,osm
goblin-valley-state-park,5,,122,osm
goblin-valley-state-park,6,,191,osm
goblin-valley-state-park,7,,289,osm
goblin-valley-state-park,8,,204,osm
goblin-valley-state-park,9,,152,osm
goblin-valley-state-park,10,,541,osm
goblin-valley-state-park,11,,283,osm
goblin-valley-state-park,12,,480,osm
goblin-valley-state-park,13,,525,osm
goblin-valley-state-park,14,,203,osm
goblin-valley-state-park,15,,347,osm
goblin-valley-state-park,16,,430,osm
goblin-valley-state-park,17,,308,osm
goblin-valley-state-park,18,,547,osm
williston-pond-disc-golf-course,1,3,343,osm
williston-pond-disc-golf-course,2,3,293,osm
williston-pond-disc-golf-course,3,3,116,osm
williston-pond-disc-golf-course,4,3,208,osm
williston-pond-disc-golf-course,5,3,233,osm
williston-pond-disc-golf-course,6,3,196,osm
williston-pond-disc-golf-course,7,3,218,osm
williston-pond-disc-golf-course,8,3,219,osm
williston-pond-disc-golf-course,9,3,185,osm
williston-pond-disc-golf-course,10,3,212,osm
williston-pond-disc-golf-course,11,3,146,osm
williston-pond-disc-golf-course,12,3,168,osm
williston-pond-disc-golf-course,13,3,160,osm
williston-pond-disc-golf-course,14,3,230,osm
williston-pond-disc-golf-course,15,3,224,osm
williston-pond-disc-golf-course,16,3,175,osm
williston-pond-disc-golf-course,17,3,156,osm
williston-pond-disc-golf-course,18,3,314,osm
halpatiokee-disc-golf-course,1,,333,osm
halpatiokee-disc-golf-course,2,,319,osm
halpatiokee-disc-golf-course,4,,322,osm
halpatiokee-disc-golf-course,5,,225,osm
halpatiokee-disc-golf-course,6,,326,osm
halpatiokee-disc-golf-course,7,,292,osm
halpatiokee-disc-golf-course,8,,328,osm
halpatiokee-disc-golf-course,9,,215,osm
halpatiokee-disc-golf-course,10,,313,osm
halpatiokee-disc-golf-course,11,,230,osm
halpatiokee-disc-golf-course,12,,226,osm
halpatiokee-disc-golf-course,13,,191,osm
halpatiokee-disc-golf-course,14,,251,osm
halpatiokee-disc-golf-course,15,,188,osm
halpatiokee-disc-golf-course,16,,222,osm
halpatiokee-disc-golf-course,17,,246,osm
halpatiokee-disc-golf-course,18,,319,osm
bryan-park,1,,307,osm
bryan-park,2,,318,osm
bryan-park,3,,438,osm
bryan-park,4,,522,osm
bryan-park,5,,274,osm
bryan-park,6,,353,osm
bryan-park,7,,246,osm
bryan-park,8,,585,osm
bryan-park,9,,447,osm
bryan-park,10,,329,osm
bryan-park,11,,638,osm
bryan-park,12,,261,osm
bryan-park,13,,341,osm
bryan-park,14,,536,osm
bryan-park,15,,263,osm
bryan-park,16,,234,osm
bryan-park,17,,463,osm
bryan-park,18,,242,osm
douglas-park,1,3,178,osm
douglas-park,2,3,227,osm
douglas-park,3,3,215,osm
douglas-park,4,3,345,osm
douglas-park,5,3,201,osm
douglas-park,6,4,248,osm
douglas-park,7,3,268,osm
douglas-park,8,3,258,osm
douglas-park,9,3,304,osm
douglas-park,10,3,230,osm
douglas-park,11,3,277,osm
douglas-park,12,3,196,osm
douglas-park,13,3,183,osm
douglas-park,14,3,239,osm
douglas-park,15,3,321,osm
douglas-park,16,3,203,osm
douglas-park,17,3,273,osm
douglas-park,18,3,221,osm
greenbelt-park,1,,379,osm
greenbelt-park,2,,325,osm
greenbelt-park,3,,331,osm
greenbelt-park,4,,233,osm
greenbelt-park,5,,298,osm
greenbelt-park,6,,329,osm
greenbelt-park,7,,328,osm
greenbelt-park,8,,252,osm
greenbelt-park,9,,383,osm
greenbelt-park,10,,230,osm
greenbelt-park,11,,325,osm
greenbelt-park,12,,435,osm
greenbelt-park,13,,368,osm
greenbelt-park,14,,281,osm
greenbelt-park,15,,299,osm
greenbelt-park,16,,322,osm
greenbelt-park,17,,613,osm
greenbelt-park,18,,344,osm
james-lawless-park,1,,260,osm
james-lawless-park,2,,261,osm
james-lawless-park,3,,255,osm
james-lawless-park,4,,311,osm
james-lawless-park,5,,248,osm
james-lawless-park,6,,199,osm
james-lawless-park,7,,418,osm
james-lawless-park,8,,262,osm
james-lawless-park,10,,286,osm
james-lawless-park,11,,275,osm
james-lawless-park,12,,347,osm
james-lawless-park,13,,355,osm
james-lawless-park,14,,238,osm
james-lawless-park,16,,340,osm
james-lawless-park,17,,205,osm
big-cross-disc-golf-course,1,,333,osm
big-cross-disc-golf-course,2,,294,osm
big-cross-disc-golf-course,3,,325,osm
big-cross-disc-golf-course,4,,294,osm
big-cross-disc-golf-course,5,,283,osm
big-cross-disc-golf-course,6,,593,osm
big-cross-disc-golf-course,7,,243,osm
big-cross-disc-golf-course,8,,223,osm
big-cross-disc-golf-course,9,,536,osm
big-cross-disc-golf-course,10,,321,osm
big-cross-disc-golf-course,11,,357,osm
big-cross-disc-golf-course,12,,304,osm
big-cross-disc-golf-course,13,,463,osm
big-cross-disc-golf-course,14,,269,osm
big-cross-disc-golf-course,15,,424,osm
big-cross-disc-golf-course,16,,250,osm
big-cross-disc-golf-course,17,,560,osm
big-cross-disc-golf-course,18,,354,osm
north-central-park,1,,203,osm
north-central-park,2,,223,osm
north-central-park,3,,236,osm
north-central-park,4,,192,osm
north-central-park,5,,304,osm
north-central-park,6,,236,osm
north-central-park,7,,281,osm
north-central-park,8,,339,osm
north-central-park,9,,189,osm
north-central-park,10,,178,osm
north-central-park,11,,373,osm
north-central-park,12,,326,osm
north-central-park,13,,398,osm
north-central-park,14,,528,osm
north-central-park,15,,465,osm
north-central-park,16,,301,osm
north-central-park,17,,231,osm
north-central-park,18,,290,osm
brookwood-park,1,3,250,osm
brookwood-park,2,3,364,osm
brookwood-park,3,,269,osm
brookwood-park,4,3,284,osm
brookwood-park,5,,432,osm
brookwood-park,6,3,382,osm
brookwood-park,7,,327,osm
brookwood-park,8,,252,osm
brookwood-park,9,3,358,osm
colorado-mesa-university-dgc,1,,,osm
colorado-mesa-university-dgc,2,,241,osm
colorado-mesa-university-dgc,3,,205,osm
colorado-mesa-university-dgc,4,,152,osm
colorado-mesa-university-dgc,5,,383,osm
colorado-mesa-university-dgc,6,,161,osm
colorado-mesa-university-dgc,7,,170,osm
colorado-mesa-university-dgc,8,,132,osm
colorado-mesa-university-dgc,9,,134,osm
colorado-mesa-university-dgc,10,,139,osm
colorado-mesa-university-dgc,11,,148,osm
colorado-mesa-university-dgc,12,,175,osm
colorado-mesa-university-dgc,13,,157,osm
colorado-mesa-university-dgc,14,,166,osm
colorado-mesa-university-dgc,15,,242,osm
colorado-mesa-university-dgc,16,,209,osm
colorado-mesa-university-dgc,17,,171,osm
colorado-mesa-university-dgc,18,,143,osm
foote-park,1,,445,osm
foote-park,2,,277,osm
foote-park,3,,292,osm
foote-park,4,,678,osm
foote-park,5,,367,osm
foote-park,6,,472,osm
foote-park,7,,195,osm
foote-park,8,,216,osm
afton-alps,1,,294,osm
afton-alps,2,,480,osm
afton-alps,3,,353,osm
afton-alps,4,,293,osm
afton-alps,5,,338,osm
afton-alps,6,,289,osm
afton-alps,7,,664,osm
afton-alps,8,,441,osm
afton-alps,9,,252,osm
afton-alps,10,,301,osm
afton-alps,11,,354,osm
afton-alps,12,,227,osm
afton-alps,13,,278,osm
afton-alps,14,,254,osm
afton-alps,15,,280,osm
afton-alps,16,,471,osm
afton-alps,17,,149,osm
afton-alps,18,,396,osm
pga-national-park,1,,208,osm
pga-national-park,2,,356,osm
pga-national-park,3,,272,osm
pga-national-park,4,,259,osm
pga-national-park,5,,249,osm
pga-national-park,6,,240,osm
pga-national-park,7,,289,osm
pga-national-park,8,,232,osm
pga-national-park,9,,263,osm
pga-national-park,10,,264,osm
pga-national-park,11,,192,osm
pga-national-park,13,,300,osm
pga-national-park,14,,296,osm
pga-national-park,15,,246,osm
pga-national-park,16,,323,osm
pga-national-park,17,,415,osm
pga-national-park,18,,276,osm
west-delray-regional-park,3,3,242,osm
west-delray-regional-park,4,3,253,osm
west-delray-regional-park,5,3,305,osm
west-delray-regional-park,6,3,334,osm
west-delray-regional-park,7,4,451,osm
west-delray-regional-park,8,4,472,osm
west-delray-regional-park,9,4,546,osm
west-delray-regional-park,10,3,322,osm
west-delray-regional-park,11,4,702,osm
west-delray-regional-park,12,3,305,osm
west-delray-regional-park,13,4,552,osm
west-delray-regional-park,14,3,270,osm
west-delray-regional-park,15,3,246,osm
west-delray-regional-park,16,3,212,osm
west-delray-regional-park,17,5,635,osm
west-delray-regional-park,18,3,267,osm
blue-lake-disc-golf,1,4,603,osm
blue-lake-disc-golf,2,3,410,osm
blue-lake-disc-golf,3,4,551,osm
blue-lake-disc-golf,4,3,298,osm
blue-lake-disc-golf,5,4,640,osm
blue-lake-disc-golf,6,3,222,osm
blue-lake-disc-golf,7,5,806,osm
blue-lake-disc-golf,9,4,511,osm
blue-lake-disc-golf,10,3,309,osm
blue-lake-disc-golf,11,4,696,osm
blue-lake-disc-golf,12,,329,osm
blue-lake-disc-golf,13,4,656,osm
blue-lake-disc-golf,14,5,898,osm
blue-lake-disc-golf,15,4,808,osm
blue-lake-disc-golf,16,4,764,osm
blue-lake-disc-golf,17,5,425,osm
blue-lake-disc-golf,18,4,383,osm
ryan-ranch-disc-golf-course,1,,344,osm
ryan-ranch-disc-golf-course,2,,258,osm
ryan-ranch-disc-golf-course,3,,383,osm
ryan-ranch-disc-golf-course,4,,184,osm
ryan-ranch-disc-golf-course,5,,275,osm
ryan-ranch-disc-golf-course,6,,273,osm
ryan-ranch-disc-golf-course,7,,410,osm
ryan-ranch-disc-golf-course,8,,335,osm
ryan-ranch-disc-golf-course,9,,346,osm
ryan-ranch-disc-golf-course,10,,416,osm
ryan-ranch-disc-golf-course,11,,272,osm
ryan-ranch-disc-golf-course,12,,289,osm
ryan-ranch-disc-golf-course,13,,280,osm
ryan-ranch-disc-golf-course,14,,332,osm
ryan-ranch-disc-golf-course,15,,335,osm
ryan-ranch-disc-golf-course,16,,388,osm
ryan-ranch-disc-golf-course,17,,135,osm
ryan-ranch-disc-golf-course,18,,440,osm
ryan-ranch-disc-golf-course,19,,406,osm
ryan-ranch-disc-golf-course,20,,577,osm
ryan-ranch-disc-golf-course,21,,464,osm
ryan-ranch-disc-golf-course,22,,428,osm
ryan-ranch-disc-golf-course,23,,305,osm
ryan-ranch-disc-golf-course,24,,445,osm
ryan-ranch-disc-golf-course,25,,388,osm
ryan-ranch-disc-golf-course,26,,438,osm
ryan-ranch-disc-golf-course,27,,361,osm
bergen-disc-golf-hartland-park,1,,315,osm
bergen-disc-golf-hartland-park,2,,162,osm
bergen-disc-golf-hartland-park,3,,370,osm
bergen-disc-golf-hartland-park,4,,266,osm
bergen-disc-golf-hartland-park,5,,323,osm
bergen-disc-golf-hartland-park,6,,215,osm
bergen-disc-golf-hartland-park,7,,192,osm
bergen-disc-golf-hartland-park,8,,262,osm
bergen-disc-golf-hartland-park,9,,213,osm
macatawa-greenspace,1,3,356,osm
macatawa-greenspace,2,4,611,osm
macatawa-greenspace,3,3,210,osm
macatawa-greenspace,4,3,354,osm
macatawa-greenspace,5,3,388,osm
macatawa-greenspace,6,3,299,osm
macatawa-greenspace,7,3,349,osm
macatawa-greenspace,8,4,557,osm
macatawa-greenspace,9,3,427,osm
macatawa-greenspace,10,3,256,osm
macatawa-greenspace,11,4,536,osm
macatawa-greenspace,12,3,336,osm
macatawa-greenspace,13,3,349,osm
macatawa-greenspace,14,3,291,osm
macatawa-greenspace,15,3,259,osm
macatawa-greenspace,16,3,411,osm
macatawa-greenspace,17,3,285,osm
macatawa-greenspace,18,3,271,osm
horizon-park,1,3,182,osm
horizon-park,2,3,191,osm
horizon-park,3,3,165,osm
horizon-park,4,3,173,osm
horizon-park,5,3,184,osm
horizon-park,6,3,203,osm
horizon-park,7,3,127,osm
horizon-park,8,3,241,osm
horizon-park,9,3,262,osm
trailside-park,1,,290,osm
trailside-park,2,,295,osm
trailside-park,3,,311,osm
trailside-park,4,,446,osm
trailside-park,5,,361,osm
trailside-park,6,,175,osm
trailside-park,7,,261,osm
trailside-park,8,,585,osm
trailside-park,9,,301,osm
camp-catalpa-disc-golf-course,1,3,352,osm
camp-catalpa-disc-golf-course,2,3,298,osm
camp-catalpa-disc-golf-course,3,3,171,osm
camp-catalpa-disc-golf-course,4,3,212,osm
camp-catalpa-disc-golf-course,5,3,400,osm
camp-catalpa-disc-golf-course,6,3,319,osm
camp-catalpa-disc-golf-course,7,4,554,osm
camp-catalpa-disc-golf-course,8,3,338,osm
camp-catalpa-disc-golf-course,9,3,265,osm
camp-catalpa-disc-golf-course,10,3,155,osm
camp-catalpa-disc-golf-course,11,3,296,osm
camp-catalpa-disc-golf-course,12,3,218,osm
camp-catalpa-disc-golf-course,13,4,523,osm
camp-catalpa-disc-golf-course,14,3,182,osm
camp-catalpa-disc-golf-course,15,4,335,osm
camp-catalpa-disc-golf-course,16,3,209,osm
camp-catalpa-disc-golf-course,17,3,357,osm
camp-catalpa-disc-golf-course,18,3,322,osm
willow-stream-park,1,,401,osm
willow-stream-park,2,,307,osm
willow-stream-park,3,,212,osm
willow-stream-park,4,,319,osm
willow-stream-park,5,,178,osm
willow-stream-park,6,,185,osm
willow-stream-park,8,,301,osm
willow-stream-park,9,,197,osm
firefighters-memorial-park,1,3,323,osm
firefighters-memorial-park,2,3,258,osm
firefighters-memorial-park,3,3,357,osm
firefighters-memorial-park,4,3,279,osm
firefighters-memorial-park,5,3,268,osm
firefighters-memorial-park,6,3,297,osm
firefighters-memorial-park,7,3,381,osm
firefighters-memorial-park,8,3,415,osm
firefighters-memorial-park,9,3,199,osm
pageant-hill,1,,235,osm
pageant-hill,2,,215,osm
pageant-hill,3,,199,osm
pageant-hill,4,,240,osm
pageant-hill,5,,200,osm
pageant-hill,6,,236,osm
pageant-hill,7,,261,osm
pageant-hill,8,,276,osm
pageant-hill,9,,168,osm
pageant-hill,10,,276,osm
pageant-hill,11,,258,osm
pageant-hill,12,,270,osm
pageant-hill,13,,192,osm
pageant-hill,14,,257,osm
pageant-hill,15,,328,osm
pageant-hill,16,,439,osm
pageant-hill,17,,160,osm
pageant-hill,18,,283,osm
narrows-disc-golf-course,1,,293,osm
narrows-disc-golf-course,2,3,331,osm
narrows-disc-golf-course,3,3,258,osm
narrows-disc-golf-course,4,3,361,osm
narrows-disc-golf-course,5,,301,osm
narrows-disc-golf-course,6,3,287,osm
narrows-disc-golf-course,7,,305,osm
narrows-disc-golf-course,8,3,277,osm
narrows-disc-golf-course,9,3,448,osm
narrows-disc-golf-course,10,3,421,osm
narrows-disc-golf-course,11,3,272,osm
narrows-disc-golf-course,12,3,357,osm
narrows-disc-golf-course,13,3,275,osm
narrows-disc-golf-course,14,3,291,osm
narrows-disc-golf-course,15,3,315,osm
narrows-disc-golf-course,16,3,330,osm
narrows-disc-golf-course,17,3,330,osm
narrows-disc-golf-course,18,,316,osm
clarks-grove-disc-golf-course,1,,258,osm
clarks-grove-disc-golf-course,2,,255,osm
clarks-grove-disc-golf-course,3,,243,osm
clarks-grove-disc-golf-course,4,,511,osm
clarks-grove-disc-golf-course,5,,220,osm
clarks-grove-disc-golf-course,6,,239,osm
clarks-grove-disc-golf-course,7,,276,osm
clarks-grove-disc-golf-course,8,,371,osm
clarks-grove-disc-golf-course,9,,174,osm
tall-timbers-disc-golf-course,1,,278,osm
tall-timbers-disc-golf-course,2,,207,osm
tall-timbers-disc-golf-course,3,,274,osm
tall-timbers-disc-golf-course,4,,271,osm
tall-timbers-disc-golf-course,5,,205,osm
tall-timbers-disc-golf-course,6,,221,osm
tall-timbers-disc-golf-course,7,,317,osm
tall-timbers-disc-golf-course,8,,315,osm
tall-timbers-disc-golf-course,9,,239,osm
maryknoll-disc-golf-course,1,,295,osm
maryknoll-disc-golf-course,2,,290,osm
maryknoll-disc-golf-course,3,,306,osm
maryknoll-disc-golf-course,4,,233,osm
maryknoll-disc-golf-course,5,,272,osm
maryknoll-disc-golf-course,6,,336,osm
maryknoll-disc-golf-course,7,,188,osm
maryknoll-disc-golf-course,8,,305,osm
maryknoll-disc-golf-course,9,,381,osm
knoch-knolls-park,1,,201,osm
knoch-knolls-park,2,,272,osm
knoch-knolls-park,3,,274,osm
knoch-knolls-park,4,,247,osm
knoch-knolls-park,5,,277,osm
knoch-knolls-park,6,,197,osm
knoch-knolls-park,7,,295,osm
knoch-knolls-park,8,,206,osm
knoch-knolls-park,9,,309,osm
knoch-knolls-park,10,,463,osm
knoch-knolls-park,11,,314,osm
knoch-knolls-park,12,,267,osm
knoch-knolls-park,13,,221,osm
knoch-knolls-park,14,,491,osm
knoch-knolls-park,15,,253,osm
knoch-knolls-park,16,,302,osm
knoch-knolls-park,17,,258,osm
knoch-knolls-park,18,,318,osm
sticky-pines-disc-golf-course,1,,292,osm
sticky-pines-disc-golf-course,2,,253,osm
sticky-pines-disc-golf-course,3,,386,osm
sticky-pines-disc-golf-course,4,,225,osm
sticky-pines-disc-golf-course,5,,658,osm
sticky-pines-disc-golf-course,6,,288,osm
sticky-pines-disc-golf-course,7,,290,osm
sticky-pines-disc-golf-course,8,,274,osm
sticky-pines-disc-golf-course,9,,250,osm
sticky-pines-disc-golf-course,13,,208,osm
sticky-pines-disc-golf-course,14,,282,osm
sticky-pines-disc-golf-course,15,,357,osm
sticky-pines-disc-golf-course,16,,233,osm
sticky-pines-disc-golf-course,17,,380,osm
sticky-pines-disc-golf-course,18,,288,osm
harry-myers-disc-golf-course,1,,483,osm
harry-myers-disc-golf-course,2,,314,osm
harry-myers-disc-golf-course,3,,324,osm
harry-myers-disc-golf-course,4,,325,osm
harry-myers-disc-golf-course,5,,264,osm
harry-myers-disc-golf-course,6,,331,osm
harry-myers-disc-golf-course,7,,341,osm
harry-myers-disc-golf-course,8,,851,osm
harry-myers-disc-golf-course,9,,489,osm
harry-myers-disc-golf-course,10,,260,osm
harry-myers-disc-golf-course,11,,675,osm
harry-myers-disc-golf-course,12,,544,osm
harry-myers-disc-golf-course,13,,312,osm
harry-myers-disc-golf-course,14,,242,osm
harry-myers-disc-golf-course,15,,773,osm
harry-myers-disc-golf-course,16,,280,osm
harry-myers-disc-golf-course,17,,911,osm
harry-myers-disc-golf-course,18,,314,osm
downriver-disc-golf-course,1,,434,osm
downriver-disc-golf-course,2,,475,osm
downriver-disc-golf-course,3,,280,osm
downriver-disc-golf-course,4,,273,osm
downriver-disc-golf-course,5,,352,osm
downriver-disc-golf-course,6,,146,osm
downriver-disc-golf-course,7,,218,osm
downriver-disc-golf-course,8,,316,osm
downriver-disc-golf-course,9,,368,osm
downriver-disc-golf-course,10,,484,osm
downriver-disc-golf-course,11,,335,osm
downriver-disc-golf-course,12,,236,osm
downriver-disc-golf-course,13,,324,osm
downriver-disc-golf-course,14,,442,osm
downriver-disc-golf-course,15,,410,osm
downriver-disc-golf-course,16,,277,osm
downriver-disc-golf-course,17,,359,osm
downriver-disc-golf-course,18,,460,osm
oak-grove-regional-park-gold,1,,241,osm
oak-grove-regional-park-gold,2,,246,osm
oak-grove-regional-park-gold,3,,425,osm
oak-grove-regional-park-gold,4,,273,osm
oak-grove-regional-park-gold,5,,354,osm
oak-grove-regional-park-gold,6,,331,osm
oak-grove-regional-park-gold,7,,297,osm
oak-grove-regional-park-gold,8,,412,osm
oak-grove-regional-park-gold,9,,224,osm
oak-grove-regional-park-gold,10,,394,osm
oak-grove-regional-park-gold,11,,324,osm
oak-grove-regional-park-gold,12,,346,osm
oak-grove-regional-park-gold,13,,306,osm
oak-grove-regional-park-gold,14,,309,osm
oak-grove-regional-park-gold,15,,285,osm
oak-grove-regional-park-gold,16,,248,osm
oak-grove-regional-park-gold,17,,339,osm
oak-grove-regional-park-gold,18,,276,osm
westchester-lagoon-park,1,,252,osm
westchester-lagoon-park,2,,184,osm
westchester-lagoon-park,3,,331,osm
westchester-lagoon-park,4,,214,osm
westchester-lagoon-park,5,,241,osm
westchester-lagoon-park,6,,201,osm
westchester-lagoon-park,7,,152,osm
westchester-lagoon-park,8,,277,osm
westchester-lagoon-park,9,,260,osm
river-walk,1,3,92,osm
river-walk,2,3,207,osm
river-walk,3,3,211,osm
river-walk,4,3,184,osm
river-walk,5,3,192,osm
river-walk,6,3,303,osm
river-walk,7,3,159,osm
fort-steilacoom-nw-disc-golf-course,1,3,289,osm
fort-steilacoom-nw-disc-golf-course,2,,291,osm
fort-steilacoom-nw-disc-golf-course,3,,390,osm
fort-steilacoom-nw-disc-golf-course,4,,318,osm
fort-steilacoom-nw-disc-golf-course,5,4,556,osm
fort-steilacoom-nw-disc-golf-course,6,,328,osm
fort-steilacoom-nw-disc-golf-course,7,,313,osm
fort-steilacoom-nw-disc-golf-course,8,,358,osm
fort-steilacoom-nw-disc-golf-course,9,,219,osm
fort-steilacoom-nw-disc-golf-course,10,,349,osm
fort-steilacoom-nw-disc-golf-course,11,,300,osm
fort-steilacoom-nw-disc-golf-course,12,,330,osm
fort-steilacoom-nw-disc-golf-course,13,,229,osm
